Denalmo west=Migina
Malule west=Agodu-E
Alolamo west=Mesnulima
Musmane west=Demo-Do
Amudalo west=Alela
Dalnu-Da west=Esmana
Enasme west=Emanegu
Anesnu west=Melola
Amexalilma west=Minelo
Enixusne west=Axixanu
Dimege west=Mosnige
Esnisna west=Elnulu
Memina west=Elnema
Elu-Elilna west=Masmilo
Aximosme west=Mexime
Mesmixixu west=Mosmesmo
Masmo-E west=Damina
Misnigo west=Digusmo
Dodano west=Dulu-Ma
Emodu west=Egenago
Amagelmo west=Minaga
Aganela west=Enesme
Desno west=Modosnu
Musne west=Agu-Elo
Emamu-E west=Esnimo
Esnexilno west=Emasnilo
Axude west=Esmolme
Musnaga west=Milime
Alnaxa west=Asmamu
Misnigilmu west=Molmusma
Enudage west=Asnigino
Digigo west=Emalexo
Disnanu west=Eligigimu
Emigegu west=Dexudine
Damesmu west=Ageginu
Manilmo west=Maxolmo
Egulige west=Dolmodigila
Asnule east=Masno
Animimu west=Maxine
Agala west=Enano
Eno west=Agude
Mosmale west=Dinemige
Dulmilu west=Axusno
Dimalo west=Dosmusna
Alelnismiminisna west=Dalismu
Manusme west=Esnegime
Modole west=Anigude
Minine west=Digodu
Mu-Dimina west=Elimelo
Demila west=Agilmimixa
Agegine west=Axinolima
Enigo west=Dudele
Dolnolo west=Esnole
Migulmo west=Mu-Du
Mu-Mega west=Enelnimixo
Dusno-E west=Aleloda
Axosmu west=Enulma
Alnu west=Desnaxo
Degu-Do west=Deginigige
Mo-Mane west=Malnenigu
Mesnegixu west=Anodile
Mu-Esme west=Dasmolo
Mesmisminu west=Egismilu
Axismisne west=Mesnalo
Manexu west=Mo-Mismisne
Agagelo west=Misnegu
Esmusna west=Mosmu-Me
Amaneno west=Anixoda
Anu-Ma west=Asmusnixe
Enanene west=Dasmo-De
Eginusna west=Menude
Musmo-Ma west=Esnemo
Enixusmo west=Mu-Ema
Axesmo west=Dasnena
Aligodilo west=Migilu
Minasnu west=Dinesnu
Demudo west=Dilno
Anilosna west=Eligusna
Alnusna west=Axeno-Du
Dosnamisma west=Dexosnino
Almegismisna west=Mo-Mu
Agimu west=Alalelu
Dinenime west=Elemu
Danile west=Exenelo
Musmemo west=Anolulmime
Mexu-E west=Emimege
Esnexige west=Egusmu
Almixe west=Desnu-Do
Enasnu west=Anexamo
Masnanu west=Danusme
Dusnolmo west=Analude
Molisnige west=Asmagu
Dinodo west=Eneludu
Dixo west=Memema
Emenolno west=Elexano
Esnelna west=Diguda
Melosnu west=Enigo
Daligine west=Eganamigismiga
Asmiliga west=Mamasne
Dolimimo west=Mu-Axixu
Enexixu west=Minesme
Mo-Ene west=Esmodime
Dulege west=Eninimu
Amixila west=Alodu-A
Egana west=Mixulme
Melalmu west=Asneme
Mosmimu west=Mismixo
Daxinima west=Dudinina
Danu-Da west=Modemu
Desmusna west=Dexusme
Emu-Ma west=Elosno
Emosnu west=Du-A
Dulana west=Exusna
Degila west=Alisna
Enixama west=Dolago
Mimegu west=Digeno
Mosnemo west=Dilmola
Exasma west=Axudosmu
Agosmismo west=Asmosmu
Elnana west=Damamo
Mu-Enu west=Dolege
Migelu west=Asnaxa
Magige west=Amusmo
Egalane west=Demudo
Egenige west=Asnala
Dagele west=Exudusma
Esnu-Mo west=Modosnino
Mamudo west=Enolme
Memusnu west=Axaxame
Animilo west=Exino-A
Mamole west=Exalu
Egasmu west=Agalaxe
Dolamo west=Mesnane
Dusmisne west=Danulima
Emudisna west=Alinu-A
Minelo west=Dudiga
Du-Mexe west=Emamamu
Esmano west=Memode
Dino-Diga west=Exigusno
Almaxa west=Digode
Ememusmiga west=Maneme
Agima west=Daxesno
Mesmu-E west=Dulo-Do
Elesmu west=Dixo
Alosma west=Molu
Eginosna west=Enosme
Milo west=Esnemilu
Magaxilo west=Demesmo
Mamusne west=Exemulmo
Agamemo west=Mamime
Dasnela west=Egisma
Emu-E west=Dililu
Mesmudo west=Delnolno
Elmaxu east=Mosmisniga
Migesmu west=Musno-Do
Alnila west=Mixexilmo
Modexa west=Misnexu
Egodixige west=Muleme
Mududima west=Mismina
Musnosmu west=Mixana
Emaxelo west=Eninigo
Do-Danu west=Dolemo
Demege west=Mula
Migalmilu west=Mexinismu
Exexusna west=Mesnosmo
Dinemige west=Amexilna
Demixo west=Elanesna
Egilixu west=Amusne
Mexema west=Emimesmina
Amulmilno west=Emolna
Enenulu west=Aginu-Do
Axelame west=Mulno
Mismu-E west=Molama
Musnoda west=Egudiga
Minamu west=Dodisme
Migusna west=Amula
Axasmo west=Alenaxe
Mo-Exixe west=Dilosnu
Dolnaxo west=Manixiga
Emimelilo west=Dalege
Memexu west=Anesna
Mesnilo west=Agemiga
Esmusnigu west=Do-Almo
Molisno west=Dismudilmilo
Mexismo west=Elemaxe
Enanage west=Mosmalmu
Mixodine west=Mixudila
Egeludo west=Anudisniga
Du-Mulna west=Molo-Ma
Daxage west=Migemu
Magode west=Elamela
Animagu west=Enudolo
Migela west=Amilaxo
Axelna west=Molamixa
Denigu west=Migexa
Aliximu west=Degismigismo
Migilu west=Alesnu
Dudima west=Amamodu
Elasme west=Elulama
Esno-Me west=Minegu
Exigasme west=Anolo
Moligo west=Malena
Aginale west=Egalame
Anemu west=Elinudo
Mo-Mo west=Du-Alu
Axo-Ane west=Dulusme
Asmu west=Egudino
Alulu-E west=Du-Axu
Dolmodu west=Melesmu
Dasne west=Maxulmu
Musnagige west=Amixexilo
Dalela west=Dexinu
Mudixu west=Dimelno
Magimigu west=Mudolixa
Amesna east=Axana
Mu-Mesna west=Modilixu
Mamu-E west=Maxu
Amolusnisnu west=Doligo
Emexisno west=Axulodu
Anegu west=Ememigo
Ago west=Disnusmo
Deniniga west=Desmexo
Ego-Ale west=Dixilmiga
Enisma west=Dosnixixe
Elodenina west=Anagiga
Emudesme west=Mesnolu
Asnusnila west=Examesne
Mamasne west=Masmulmigu
Alnuda west=Exosninu
Demolu west=Esmodu
Agulmo west=Egu-Da
Mulneme west=Asnimo
Alilusmilino west=Masmudo
Mudimo west=Exaxodina
Mulemo west=Amisno
Musmusno west=Molno-Du
Amamile west=Mexula
Mosmisme west=Amimisme
Molusnu west=Demixa
Egimu-Du west=Dalilmisma
Anusnu west=Menagigu
Musmasne west=Emimage
Exigamo west=Axime
Asmisne west=Axaxo
Amaxage west=Migele
Mudamo west=Enu-Mixisno
Dusmixe west=Mesnisnu
Muligu west=Asmemisna
Egigeno west=Mexaga
Do-Daga west=Molosma
Dolude west=Emime
Dulo-E west=Dololu
Esnisne west=Amaxila
Asnalmo west=Anamu
Dimelixilnu west=Masmila
Dulmegu west=Axenu
Daxu-E west=Dimu-E
Egodesne west=Demasmisnu
Asmodilna west=Exoliga
Mesmu-Du west=Dosnexu
Ananalne west=Almena
Esmixiliga west=Agagesme
Mamano west=Ego-Ana
Elamo-A west=Megamige
Denola west=Agaxeniximilina
Dilne west=Eninena
Enalimo west=Mamu-E
Digolma west=Mulalo
Egegulo west=Milo-Mu
Molminiligismine west=Esmema
Manisnu west=Molmene
Dalode west=Esmulmo
Menalma west=Esnelina
Danegine west=Dexelu
Egulo-Ma west=Memesne
Egula west=Malemu
Enudisne west=Axo
Digimu east=Emasnixe
Axino west=Digaxo
Amasne west=Anodena
Exu-Du west=Magalno
Ele west=Mu-Mamo
Degulna west=Enolodismige
Ego-Alo west=Mimo-A
Emanu-E west=Elismo
Molnulinu west=Damime
Memamu west=Axodexe
Danige west=Examusmu
Manudo west=Digoda
Enudu-A west=Milelminima
Digano west=Menagina
Do-Dene west=Aminala
Elilmu west=Axixusme
Molo west=Esnalno
Masnixina west=Mimilne
Mo-Dule west=Analu
Dolesno west=Moludu
Daxudo west=Masmo
Mulnele west=Miximu
Melnige west=Asnodimu
Mixaxo west=Dosno-Do
Enina west=Megule
Asno-Mo west=Delosmiginu
Emulegu west=Modamige
Demasme west=Dexilnile
Mosmegiximo west=Enililisnimu
Esmusno west=Dodusna
Delodo west=Mulmosne
Eludolimo west=Asnisne
Alinagu west=Agodisme
Dismudilmilo west=Ememo
Alna west=Mosmu
Mudema west=Dalaxe
Dalnusmu west=Esnodilmo
Egasnima west=Mo-Amu
Dinanigixu west=Musnulo
Eninixo west=Do-Eno
Aludu west=Dago-E
Diniga west=Mesnemu
Delisna west=Enaxigo
Mululme west=Modigige
Mo-Meme west=Dalodilno
Anu-Elu west=Asmexo
Agodegu west=Amu-Mimo
Axinilo west=Exenusmo
Aninixa west=Dolene
Dagixa west=Egula
Anudamisniline east=Dagosnigu west=Dago
Elulama west=Agemusmu
Egamine west=Ego-Misnimu
Magaxa west=Modo-Mile
Emigano west=Dismilismismo
Amolma west=Desmodixa
Alulelme west=Mismene
Du-Axu east=Alulu-E
Memisnu west=Danaxa
Exigiximu west=Dinusno
Egigosmu west=Axudu-Minisma
Axudagu west=Dixixu
Dulamo west=Dago-Mu
Mexu-Du west=Mosmu-Da
Dusmu west=Egududu
Anesme west=Aginasna
Disnanina west=Enixamu
Dolma west=Alusnile
Du-Mismimo west=Mamimisna
Eludulnu west=Amolmige
Molnilno west=Anude
Digenixe west=Emaxegu
Alegago west=Mimige
Masmenige west=Agemilinu
Do-Aga west=Asmulmo
Manalixe west=Dudimu
Menalne west=Denemu
Elaxame west=Mixage
Asnininina west=Alisne
Dinilo west=Magulme
Emodenu west=Damu-A
Mimeno west=Daxo-A
Mudino west=Egusmigo
Esmalixa west=Mimagimu
Aninu-E west=Mesmexina
Manolisnilo west=Egasnima
Asnusmo west=Enelna
Exanalma west=Exosnigo
Malama west=Mu-Enilno
Magalo west=Melnaxigine
Dagalu west=Dimosnu
Agolexixixu west=Mu-Alma
Enu-Mixisno west=Emasme
Milmima west=Eligo-A
Daximu west=Axusnino
Exegaxiga west=Migixa
Mano west=Exanilna
Axegu west=Asmegixa
Esmena west=Exolilma
Masmudisme west=Eno-E
Axudaxo west=Do-Ma
Dusmo west=Amudamo
Digila west=Asneno
Eligexa west=Denasnixe
Dinigu west=Minu-A
Mexaxa west=Dilnisme
Dalene west=Amosna
Denolmo west=Amolma
Esnu-E west=Delnuda
Minosna west=Axo-Misno
Mismego west=Deximigu
Esmanu west=Malamino
Dolnelo west=Mudusmo
Aleninu west=Dagemilixe
Dixulnilu west=Mudige
Do-Asmismige west=Modesmo
Modixu west=Mu-Dosmu
Maxusme west=Musmaxiga
Mismusna west=Dodu-Da
Mulu-E west=Do-Ame
Esmema east=Molminiligismine
Eno-Ma west=Mu-Dulo
Deno-Mo west=Enasme
Asnanu west=Dimaxo
Mismo west=Asnulo
Esne west=Manila
Asnalo west=Anigega
Dismisno west=Dulmela
Dimulme west=Modiga
Axismo west=Enudu-E
Menu west=Dinemilnine
Egodila west=Melenimu
Egamexo west=Dexe
Masnu-De west=Exudigu
Egimane west=Enalisma
Dilo-E west=Dasmage
Esnigo west=Agamodu
Degude west=Esmiximu
Enamino west=Elagelma
Amilalu west=Dimusmu
Desmexa west=Dinimigo
Aximamu west=Exesnigu
Agamimino west=Axamodu
Dusnaxe west=Axude
Dulixu west=Molnilmu
Aganu west=Melmu-Do
Elnixo west=Mige
Dudala west=Amigusne
Esnimimu west=Anesno
Daloda west=Delasma
Axodesme west=Axanine
Anenelilu west=Dolu-E
Danulilo west=Esmeno
Mixusninine west=Digelo
Delosmiginu west=Emegige
Agolima west=Ageno-A
Ane west=Axina
Elisna west=Aginu
Molesnu west=Mu-Alo
Daxeme west=Almisma
Alulime west=Mulanu
Dusmalnixime west=Emegemo
Mamigo west=Mudigimo
Dasmula west=Elege
Modanu west=Dolilo
Dixega west=Dixaxe
Dexasma west=Dimilisma
Asmisnilo west=Almixe
Alinu-Da west=Muline
Enegenixu west=Delaligo
Asmusno west=Malmisma
Alnesnilo west=Exalmo
Alexisna west=Emo-E
Asnamixe west=Axusmimu
Mosnane west=Minamixisme
Musmo west=Desmudilima
Dilmiga west=Esmemu
Dudino west=Enu-E
Dulilo west=Egilne
Egasne west=Mu-Ena
Ego-Misnimu west=Dixelmo
Molo-E west=Exusma
Dismelu west=Modisnu
Axu-Mu east=Esmelmismo
Masnexu west=Molile
